,age,avg_order_value,total_orders,last_purchase,is_fraudulent,email_open_rate,loyalty_score,churn_risk,customer_tenure_days,preferred_category_Electronics,preferred_category_Fashion,preferred_category_Home,preferred_category_Sports,country_Brazil,country_Canada,country_China,country_France,country_Germany,country_India,country_Japan,country_UK,country_USA,gender_Male,gender_Other
2824,57,129.72,14,180,0,32.9,43,0.34,1784,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2825,67,58.3,11,24,0,81.9,34,0.14,1823,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2826,40,21.19,4,297,0,92.8,6,0.64,194,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2827,67,55.28,9,150,0,98.6,49,0.23,198,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2828,30,116.36,5,264,0,33.6,60,0.24,696,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2829,77,112.16,12,202,0,27.0,51,0.33,936,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2830,76,229.78,9,50,0,16.1,9,0.27,743,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2831,49,155.03,8,219,1,4.7,5,0.43,888,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2832,67,185.57,14,56,0,17.7,64,0.15,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2833,32,55.98,13,81,0,28.5,16,0.26,826,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2834,53,56.3,10,163,0,39.1,59,0.43,1570,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2835,66,46.84,13,268,0,11.0,56,0.31,1788,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2836,22,28.62,10,182,0,82.0,65,0.32,1651,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2837,39,81.79,12,179,0,61.9,84,0.24,1678,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2838,33,74.13,4,283,0,56.3,35,0.16,1297,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2839,58,142.79,16,85,0,54.5,10,0.14,132,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2840,27,273.36,11,110,0,29.0,89,0.34,839,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2841,41,21.82,7,157,0,93.8,47,0.63,1320,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2842,35,71.59,4,44,0,23.2,92,0.03,894,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2843,66,71.8,8,37,0,66.9,35,0.25,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2844,35,88.33,15,19,0,25.3,62,0.13,1562,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2845,24,101.86,9,96,0,99.0,33,0.36,1315,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2846,21,59.56,8,357,0,91.2,15,0.03,522,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2847,43,129.32,5,58,0,50.95,85,0.5,1693,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2848,22,42.07,11,223,0,98.7,35,0.15,500,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2849,77,40.39,11,297,0,62.6,10,0.38,559,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2850,72,178.66,9,188,0,72.9,80,0.25,639,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2851,33,216.83,8,58,0,28.3,20,0.32,163,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2852,52,48.64,10,7,0,21.6,8,0.42,1557,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2853,43,52.52,13,312,0,85.8,95,0.13,750,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2854,35,70.61,13,101,0,50.95,8,0.52,319,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2855,46,93.19,8,339,0,91.8,13,0.55,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2856,40,148.63,11,20,0,36.7,88,0.12,1489,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2857,70,34.53,10,304,0,0.9,76,0.38,648,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2858,31,134.11,9,215,0,59.2,59,0.35,1073,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2859,32,143.51,5,309,0,35.4,81,0.2,685,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2860,66,165.25,4,230,0,97.6,47,0.33,1688,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2861,50,165.23,16,235,0,38.7,60,0.19,670,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2862,42,228.75,11,150,0,31.4,41,0.03,866,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2863,38,125.24,13,67,0,56.6,52,0.09,697,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2864,34,171.29,11,45,0,73.0,76,0.37,89,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2865,40,21.25,9,221,0,96.7,54,0.3,390,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2866,74,123.93,11,239,0,7.0,36,0.26,1609,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2867,60,138.09,17,155,0,42.0,77,0.39,1296,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2868,34,171.28,18,94,0,66.4,99,0.56,46,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2869,75,137.31,17,96,0,0.5,69,0.25,1611,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2870,31,103.4,13,305,0,48.9,13,0.39,190,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2871,46,44.3,10,82,0,80.7,72,0.13,1086,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2872,37,93.19,9,244,0,5.1,11,0.49,1441,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2873,47,63.28,15,62,0,34.1,8,0.16,738,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2874,36,235.07,6,9,0,40.1,31,0.47,967,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2875,70,41.71,15,88,0,71.6,62,0.49,49,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2876,56,245.28,9,164,0,29.6,12,0.29,858,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2877,73,93.19,14,325,0,24.6,11,0.06,894,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2878,30,142.19,10,285,0,11.6,17,0.64,1487,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2879,35,60.1,11,214,0,50.95,27,0.19,1173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2880,40,64.07,7,335,0,47.2,77,0.0,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2881,79,98.53,7,71,0,4.8,13,0.25,78,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2882,63,54.27,7,207,0,7.7,86,0.39,325,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2883,50,94.69,9,138,0,50.95,44,0.23,1513,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2884,56,67.54,10,245,0,21.2,58,0.44,1102,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2885,57,52.48,10,128,0,74.0,88,0.34,197,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2886,35,156.14,9,99,0,55.9,30,0.71,1191,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2887,26,24.87,8,10,0,77.7,13,0.48,306,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2888,50,266.77,15,339,0,2.0,8,0.18,1461,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2889,49,109.11,8,175,0,26.5,69,0.25,713,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2890,78,93.19,15,316,0,40.6,64,0.13,865,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2891,71,172.13,10,356,0,42.9,52,0.23,219,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2892,34,22.87,7,315,0,5.4,6,0.19,972,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2893,36,93.19,9,149,1,51.2,71,0.19,904,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2894,44,66.21,9,74,0,28.7,54,0.39,683,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2895,23,93.19,8,98,0,19.1,22,0.21,364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2896,52,335.92,8,264,0,50.95,63,0.21,1022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2897,73,101.24,10,242,0,8.4,94,0.43,1127,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2898,54,117.06,10,82,0,86.7,79,0.21,409,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2899,51,254.39,10,292,0,90.0,37,0.11,768,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2900,37,93.19,7,69,0,32.6,56,0.05,179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2901,42,22.81,8,227,1,98.7,41,0.47,1062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902,21,97.01,10,171,0,40.1,60,0.31,331,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2903,27,93.27,7,130,0,96.2,20,0.16,529,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2904,27,68.25,12,9,0,98.7,95,0.25,1815,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2905,41,121.74,13,55,0,82.7,69,0.22,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2906,38,105.88,8,32,0,50.95,45,0.2,348,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2907,28,89.78,16,243,0,58.4,58,0.2,938,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2908,44,160.24,12,225,0,73.2,76,0.14,205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2909,33,271.71,9,227,0,7.7,37,0.24,466,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2910,43,51.73,12,244,0,89.4,94,0.37,364,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2911,78,51.88,16,102,0,85.2,39,0.46,315,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2912,78,142.83,13,196,0,93.4,3,0.32,1462,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2913,47,71.19,8,300,0,51.4,77,0.18,796,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2914,66,133.02,11,312,0,32.4,75,0.31,639,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2915,33,46.78,7,208,0,50.6,74,0.05,1238,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2916,24,318.19,5,191,0,72.9,94,0.31,1472,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2917,33,77.67,6,126,0,41.6,73,0.28,986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2918,52,231.69,9,9,0,35.2,94,0.3,956,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2919,75,140.56,12,329,0,7.7,93,0.19,1406,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2920,33,104.87,11,65,0,44.7,38,0.17,1296,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2921,57,83.03,10,357,0,39.3,46,0.15,523,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2922,79,63.97,7,340,0,66.3,49,0.15,587,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2923,29,104.26,5,157,0,43.9,34,0.49,1033,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2924,52,141.67,11,255,0,0.4,26,0.21,411,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2925,66,69.29,10,337,0,48.4,2,0.46,1160,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2926,38,99.06,13,34,0,77.4,56,0.19,625,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2927,67,68.98,10,308,0,94.5,7,0.3,755,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2928,60,101.71,10,166,0,19.3,36,0.19,1111,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2929,53,47.26,8,21,0,42.3,40,0.5,333,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2930,65,31.62,10,66,0,50.95,78,0.19,1402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2931,34,164.17,9,197,0,4.3,91,0.24,1150,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2932,49,31.94,11,99,0,35.0,26,0.21,220,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2933,58,83.96,17,335,0,50.95,84,0.13,486,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2934,23,26.72,11,194,0,34.3,99,0.52,1579,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2935,41,90.51,9,99,0,48.9,75,0.04,710,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2936,44,37.15,13,74,0,93.9,90,0.29,1729,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2937,37,102.71,5,16,0,2.4,99,0.29,842,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2938,42,22.57,3,146,0,7.8,69,0.18,685,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2939,19,167.18,11,249,1,19.7,16,0.2,264,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2940,26,186.02,12,254,0,38.5,75,0.46,759,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2941,45,62.54,10,187,0,47.1,97,0.34,1246,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2942,70,436.5,9,327,0,3.7,9,0.21,86,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2943,78,93.19,11,345,0,88.3,22,0.32,386,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2944,55,52.39,10,239,0,75.9,5,0.62,748,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2945,20,60.72,6,306,0,26.8,84,0.39,489,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2946,37,31.59,14,175,0,25.7,43,0.21,709,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2947,23,214.94,11,312,1,2.6,98,0.42,155,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2948,56,119.41,10,31,0,39.9,30,0.07,583,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2949,50,180.8,8,334,0,25.4,74,0.08,1601,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2950,72,22.93,2,121,0,61.8,32,0.09,1269,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2951,18,45.03,11,323,0,54.8,88,0.55,1513,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2952,54,72.73,13,27,1,95.7,17,0.26,1323,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2953,23,93.19,13,188,0,79.5,67,0.46,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2954,62,93.19,16,332,0,8.1,26,0.07,712,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2955,51,44.13,7,139,0,70.4,12,0.09,872,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2956,64,156.51,7,270,0,10.7,37,0.2,285,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2957,32,137.29,10,284,0,32.3,42,0.33,1068,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2958,62,97.3,10,342,0,55.5,57,0.25,805,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2959,43,71.99,12,268,0,49.6,12,0.47,139,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2960,74,72.61,12,293,0,50.95,46,0.12,980,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2961,31,25.21,8,185,0,81.0,97,0.2,1419,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2962,75,361.97,9,109,0,82.9,27,0.06,1374,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2963,71,43.72,15,254,0,5.8,78,0.36,494,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2964,24,55.31,10,34,0,64.2,7,0.12,970,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2965,63,34.66,6,331,0,50.95,38,0.19,308,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2966,75,49.15,10,221,0,50.95,48,0.4,873,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2967,48,112.11,11,109,0,52.0,42,0.08,774,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2968,41,43.17,10,260,0,99.9,27,0.26,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2969,76,173.56,9,1,0,4.4,10,0.33,75,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2970,48,65.03,8,233,1,8.8,42,0.12,221,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2971,46,39.81,13,285,0,76.8,58,0.37,930,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2972,59,93.19,4,98,0,55.0,41,0.44,1062,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2973,49,30.32,14,118,0,50.95,9,0.02,1748,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2974,34,43.95,10,9,0,37.5,98,0.18,1823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2975,31,159.58,12,72,0,6.4,46,0.22,98,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2976,57,77.8,8,208,0,52.6,93,0.35,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2977,53,170.91,10,123,0,10.4,82,0.09,1214,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2978,75,67.26,6,37,0,0.7,54,0.26,1816,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2979,65,159.57,7,93,0,32.2,93,0.13,394,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2980,41,78.22,6,232,0,23.4,94,0.2,16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2981,62,121.84,8,162,0,36.2,59,0.58,1350,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2982,71,53.78,10,326,0,35.0,13,0.2,25,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2983,44,174.86,10,139,0,63.0,86,0.41,1089,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2984,42,152.33,8,241,0,68.0,16,0.29,1223,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2985,76,61.56,5,169,0,12.7,45,0.17,1488,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2986,49,104.22,11,97,0,48.9,32,0.26,1114,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2987,69,52.05,9,66,0,88.9,40,0.27,1592,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2988,35,53.31,13,288,0,14.8,90,0.28,704,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2989,63,27.49,10,103,0,96.7,95,0.32,204,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2990,35,113.06,11,140,0,1.9,44,0.35,1171,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2991,54,27.66,11,202,0,10.0,83,0.51,720,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2992,43,74.89,12,289,0,17.8,98,0.48,1340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2993,26,44.99,4,305,0,47.0,47,0.21,1134,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2994,77,264.66,12,136,0,29.9,70,0.32,1602,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2995,52,41.23,14,262,0,41.8,60,0.32,1398,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2996,25,142.98,12,105,0,94.1,35,0.21,915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2997,37,128.43,4,129,0,34.1,75,0.44,1297,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2998,71,102.62,9,260,0,84.8,60,0.45,257,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2999,59,108.23,9,112,0,7.3,37,0.26,1358,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3000,39,36.52,10,321,0,81.2,22,0.41,1366,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3001,36,278.91,10,115,0,90.2,13,0.09,1459,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3002,47,173.56,16,137,0,28.5,16,0.31,715,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3003,70,80.85,11,160,0,54.7,90,0.2,1753,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3004,45,102.63,11,107,0,18.7,86,0.35,998,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3005,52,255.86,9,247,0,9.1,60,0.31,944,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3006,60,195.56,10,133,0,50.95,42,0.2,524,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3007,28,141.56,13,13,0,63.0,13,0.02,1056,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3008,48,56.54,9,77,0,75.2,87,0.26,575,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3009,66,123.31,8,270,0,44.0,63,0.23,575,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
3010,65,93.19,13,224,0,25.0,32,0.15,708,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3011,56,53.56,10,120,0,42.7,23,0.16,139,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3012,53,93.19,10,222,0,6.5,43,0.28,1777,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3013,47,270.15,8,208,0,28.4,32,0.29,423,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3014,40,73.46,5,239,0,29.8,28,0.16,1212,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3015,36,106.36,10,20,0,71.5,33,0.14,257,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3016,29,30.33,8,284,0,5.3,26,0.25,1709,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3017,32,36.78,11,328,0,24.5,94,0.4,1320,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3018,48,47.63,17,92,0,27.7,81,0.06,1260,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3019,60,113.76,8,254,0,55.1,42,0.21,959,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3020,54,190.92,17,161,0,24.5,29,0.37,225,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3021,54,83.91,5,302,0,13.2,2,0.49,1736,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3022,32,93.19,9,251,0,25.8,34,0.19,778,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3023,46,69.23,8,264,0,42.2,38,0.11,1056,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3024,67,321.19,12,187,0,52.5,12,0.14,925,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3025,60,57.24,7,111,0,3.7,52,0.17,1025,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3026,43,93.19,8,29,0,31.0,21,0.07,1110,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3027,61,93.19,11,272,0,76.4,91,0.1,641,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3028,19,47.68,10,314,0,59.8,40,0.49,1464,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3029,37,72.26,10,167,0,45.6,67,0.34,1776,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3030,32,117.44,5,95,0,45.3,49,0.67,1481,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3031,69,165.92,13,134,0,36.9,26,0.26,1469,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3032,21,68.36,15,37,0,34.2,52,0.31,698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3033,39,21.67,13,287,0,40.1,62,0.08,889,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3034,67,36.02,18,68,0,86.9,69,0.38,349,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3035,55,137.24,10,233,0,46.9,61,0.55,1152,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3036,40,68.37,11,66,0,66.9,84,0.13,390,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3037,76,102.36,9,55,0,80.8,46,0.27,259,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3038,43,68.16,8,275,0,43.2,72,0.12,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3039,68,78.1,11,191,0,83.9,92,0.12,1447,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3040,28,43.32,11,119,0,99.3,29,0.47,145,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3041,45,66.51,8,10,0,50.4,50,0.18,880,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3042,73,26.8,13,145,0,40.3,2,0.1,978,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3043,19,110.84,3,13,0,80.6,64,0.14,587,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3044,76,262.47,11,33,0,64.9,66,0.31,569,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3045,25,79.4,10,203,0,61.3,43,0.11,955,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3046,46,179.56,10,85,0,88.6,87,0.26,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3047,28,218.09,6,153,0,64.9,10,0.22,1431,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3048,54,86.94,6,169,0,64.2,53,0.42,1736,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3049,35,225.43,9,166,0,20.7,92,0.52,1621,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3050,72,44.51,9,184,0,68.8,83,0.04,613,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3051,79,93.19,12,305,0,50.95,28,0.19,272,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3052,67,257.54,4,112,0,57.6,95,0.19,966,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3053,31,86.8,8,143,0,90.3,2,0.14,1669,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3054,71,52.88,6,317,0,34.0,29,0.16,478,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3055,27,32.69,8,353,0,4.3,52,0.38,1325,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
3056,52,121.15,10,210,0,44.5,14,0.46,1732,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3057,26,106.22,9,190,0,0.4,28,0.07,858,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3058,52,170.39,15,285,0,15.5,1,0.4,1644,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3059,28,179.35,7,181,0,19.1,59,0.47,283,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3060,61,71.58,12,154,0,53.4,44,0.2,1084,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3061,29,105.22,10,341,0,95.0,80,0.46,343,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3062,20,186.98,6,191,0,2.0,85,0.05,1007,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3063,70,254.07,15,80,0,23.7,78,0.17,546,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3064,56,30.75,6,334,0,50.95,43,0.28,366,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
